#Upper Colorado Basin Intervening Natural Flows (ac-ft/mon)
#start 1 1906
#end 12 2001
"Colorado River At Glenwood Springs, CO","Colorado River Near Cameo, CO","Taylor River Below Taylor Park Reservoir, CO","Gunnision River Above Blue Mesa Reservoir,CO","Gunnison River At Crystal Reservoir,CO","Gunnison River Near Grand Junction, CO","Dolores River Near Cisco, UT",Colorado River Near Cisco UT,Green R Bel Fontenelle Res WY,"Green R. Nr Green River, WyY","Green River Near Greendale, UT","Yampa River Near Maybell, CO\","Little Snake River Near Lily, CO","Duchesne River Near Randlett, UT","White River Near Watson, UT","Green River At Green River, UT","San Rafael River Near Green River, UT","San Juan River Near Archuleta,NM","San Juan River Near Bluff, UT","Colorado R At Lees Ferry, AZ"
79427,66317,5540,38634,6106,60943,36128,-7394,42836,5756,17311,19974,6045,24933,31272,15098,6597,22853,60644,36602
91095,62659,5286,33328,10372,54833,20641,8894,45957,5294,16823,28836,13184,40091,32468,22737,6910,33902,45003,55881
55828,51103,5226,29275,8594,41753,15541,12982,32176,82,17100,24877,7168,40589,27987,24280,5177,23135,37526,49570
67628,45993,5059,23549,12054,37546,15358,8343,38109,-222,27038,25639,10638,29269,24883,35095,4246,26421,41087,30106
48452,41239,4162,19365,12056,33929,16381,7465,27880,-3894,33142,23738,12637,26107,22715,28372,4778,27660,37640,28000
67229,71971,4452,38923,23515,67246,121894,-12298,77243,40450,127549,82128,62558,68726,47831,15778,12356,146830,102300,-56562
130357,113617,7651,96254,43265,173817,214030,-4778,92903,11937,76281,212201,58086,80319,42760,-22057,12629,146414,125346,-111611
620608,443202,38848,306456,96383,393888,342809,14517,377649,6,164430,619192,247570,287512,134951,31721,50999,347297,219375,-177064
1002748,647241,71475,407047,102907,302983,257890,19638,686566,35501,161837,622778,220916,307863,180182,96916,60650,375722,320769,288497
422737,265858,27527,139235,34414,114851,84899,-5879,245997,31592,48597,141416,41299,92501,66761,82581,9810,75560,137774,357319
199215,164076,16017,92121,19620,92898,68466,-10693,167426,3193,71697,73084,17146,66324,57174,37707,13651,71603,174791,110028
123016,112255,10667,62159,13512,102047,47348,5027,92587,8787,53455,83893,21008,81994,69337,19677,13886,89836,157568,48851
115294,101120,9106,59433,4772,95981,35610,9622,59146,1049,37504,75051,20810,88544,57358,31843,10276,69538,70745,87736
89094,67612,6635,34587,11881,60808,21176,14881,45677,5523,22687,47628,12636,55304,42774,29918,9142,32011,39940,72098
74877,59775,5772,24366,11528,49046,17254,-3149,33049,4248,917,29530,6866,47778,34547,39819,6641,24014,32006,59722
63502,51266,5911,23900,12592,43788,16987,3302,33818,2335,25926,33233,8954,55305,25538,22955,6307,22353,35737,30332
43109,51639,4882,21223,10464,36344,14925,711,32386,3341,22727,34329,9615,52174,29445,23087,7306,22115,36380,23842
69073,64198,5530,37618,11233,67919,54946,8095,58666,15068,69326,108003,30932,59280,48265,7557,8441,75461,51200,-78049
121132,105616,7077,52826,23747,133130,166218,-4304,99298,8695,57522,247891,58882,69372,75780,10610,6927,112675,64428,-80485
350918,412523,22501,174188,80486,338942,292618,91987,212090,12351,130108,523162,206067,183160,190325,93070,28446,266651,142435,-142975
425518,393272,27068,178756,49939,162043,135924,47579,342364,11142,215128,341774,151443,300905,153938,124394,59314,142657,163969,168248
350237,263496,17155,121782,24072,113924,70973,20009,381731,17096,140904,154487,49218,201679,88395,99524,29529,44017,122572,247219
173269,113474,7490,67338,7228,72649,35093,6316,166504,15951,63300,60609,22778,89509,49334,84104,14157,10064,88891,118514
83165,69257,5162,34432,4877,64834,23052,-309,72422,7813,30349,31527,9343,66884,34159,31056,8412,-6156,44083,82612
66238,60809,7190,35487,4875,61489,18038,8450,61477,2543,29752,25709,12022,47313,39596,14818,8870,54758,78298,59037
72452,60563,5188,31281,8316,64730,19827,17209,49569,6212,17087,28954,14991,59357,33596,31628,12528,61117,76760,91543
70562,47624,3583,20030,6886,48801,13189,5141,29521,3797,5120,20375,11392,42925,31708,1047,6980,28777,37771,67292
45943,46055,4260,21448,4128,41046,11832,23988,33185,4935,18144,26199,14047,43143,28952,589,6709,20416,31072,45206
64060,43387,3608,19946,4226,32866,12094,8593,29907,-337,21072,23758,13220,44501,25806,1352,6273,21890,24983,26494
82203,51293,5375,40020,11455,38460,30937,12389,57462,11088,45143,56491,34387,45150,34481,17703,5257,42058,24917,37413
93561,50933,8194,43496,17982,19569,85103,-22834,89811,15182,66641,128316,70865,41381,40179,-5874,4876,102922,47177,-51508
294594,197960,24425,156829,54613,160511,203997,10607,282344,15192,181891,350945,211024,142701,103928,-24916,28092,246787,153251,-147165
589558,453150,47893,265026,51679,166674,174553,14801,599499,38565,194290,367412,171545,335355,135053,85467,49471,251797,245745,222713
401995,192842,23214,133297,30441,98387,91243,13782,329509,32104,73516,105233,37978,120601,57870,127873,19588,104188,203548,328057
177637,98698,15012,108131,32816,96913,102332,-21469,132617,12824,50527,48941,12804,79832,42281,61199,15401,218764,207678,128570
118015,73297,10235,57021,14658,80045,57339,-16437,71750,6565,29730,27485,10662,79211,29566,38272,10530,104815,115278,125369
79053,53476,7456,30007,18341,54669,22363,-8978,45788,9034,12248,22015,8180,29680,28658,22304,3641,16524,46442,72158
55635,47935,4805,25850,11825,46082,12258,12053,41523,5128,15589,19941,7800,27298,26989,19089,5804,13850,29386,56074
65306,43281,4536,21343,12491,33523,11704,6740,31691,1298,12286,18658,7610,30903,24965,2920,4790,8811,28395,60161
57065,46419,4398,22700,6736,34290,12640,10353,30741,-2563,24299,25609,10044,39752,28225,-7257,5020,12970,29678,27274
43297,42374,4121,21893,5324,34073,12665,1136,31647,-1928,29936,23226,12435,41502,24233,31080,5397,14085,25529,33667
57032,50323,4281,34243,5304,31066,20067,3803,48662,4206,32312,41004,13067,42510,27003,20600,6925,37012,36708,11098
116652,92150,10015,86940,28607,93958,137270,-15729,89945,3897,45213,168899,56898,53816,39882,-5906,8729,127308,105461,-67730
498549,293551,31607,203865,64512,153560,175923,-12188,177538,4480,57768,402930,146063,97596,100610,-76336,28628,147344,154340,-74258
468771,286005,24087,117651,28656,95015,70889,25471,221705,3907,30785,236032,58138,68799,73814,89167,12771,13037,99094,229511
224045,109912,10548,55160,11133,81168,34577,1543,130860,6703,42424,57556,17106,41221,32176,32212,7744,-26701,57166,126067
106351,69863,7655,37068,12500,59606,26443,-22757,62805,-836,35633,32826,12670,29739,23233,11414,8255,-16824,26477,62455
70196,65796,6135,32609,12928,51389,20791,-12764,39169,-134,20998,22496,9765,26350,24653,10887,5031,-3525,45339,68251
42096,59578,5389,25242,5383,49036,16302,-19363,38180,402,16845,18260,6234,35039,26343,28545,7279,10256,40021,41788
63603,55237,4049,23067,6138,51916,12867,-3587,28895,1449,6065,15797,3500,33470,20146,25062,5779,21366,34410,53927
64929,49024,3802,21539,8381,38089,10182,-9978,25771,-4230,10542,16873,4039,25358,18650,21738,4862,17637,25846,50219
50619,40392,3917,17669,5494,33245,8143,-4886,25805,1358,8594,16935,4128,23264,20451,4364,4781,16187,24368,27187
43080,29068,3575,17965,4153,27166,9955,-3347,24856,2755,12665,21249,3972,28836,21305,15669,5447,21041,26133,14863
51240,34768,4031,31519,4478,30631,19493,-506,49157,6880,60782,50688,33595,44242,30245,18069,8905,66839,47277,-37
82121,65270,7965,53928,20082,44252,100497,-42113,51452,5635,50430,123245,58420,50317,34721,9199,8350,167571,76068,-21319
383956,259651,29213,202693,56836,151478,190321,-18512,134239,5179,119819,336325,129400,172415,100540,48842,32337,386207,202693,-87423
422275,260646,23592,141833,27060,99650,86331,5298,115258,5297,60903,155588,48562,96592,70645,105766,14756,203834,153566,189528
208853,126469,9376,72067,12849,77002,39922,-10081,100692,4852,39268,49560,18271,78577,36114,48484,7504,14670,90419,105049
102595,100091,10411,68478,11417,61880,39258,-13828,51666,3497,31552,33634,12846,49151,28847,22871,6872,31069,92807,54372
78019,61623,5595,32733,5925,58795,20994,-11792,30861,4051,13852,21469,6976,22171,22887,5395,4048,-6291,24823,52489
54765,57064,5309,22910,6787,49169,12492,-15272,21574,1866,1950,14615,4331,22490,25601,9868,5424,5671,14569,34028
43652,52941,4714,22797,5696,49607,8734,1894,26795,2200,3768,14973,4974,21857,20373,19587,3820,10583,22981,41961
52848,41442,4165,18290,6436,38865,9176,-859,22972,2931,-1198,15765,4455,25888,14716,4767,2341,11878,25536,33186
41114,37952,3816,17636,6948,31684,7079,299,22411,4324,1778,15417,4206,29765,19471,7768,3841,10812,22346,19257
33903,30081,3226,14560,5472,20996,7607,3927,19311,3923,3204,14242,4410,21991,18421,11453,2821,8993,17181,21242
49143,37803,4551,25442,5959,24295,11245,631,30461,5958,18393,24253,10467,28870,26902,31064,5069,10397,17171,10467
68087,70420,9197,44795,23881,24774,37670,-21624,54399,9808,17944,84929,39244,39865,35371,15617,7412,17493,15632,796
178909,122959,12768,48559,18618,27311,34340,-32301,58102,323,39413,142349,44588,54884,38135,-17777,14568,-10491,34361,-478
173853,128857,7490,42888,13909,50491,29240,-18492,224152,2311,43800,106004,26560,57989,28440,53669,11098,-31701,80730,86372
86795,66100,4526,26837,9973,57251,30683,-10180,138543,2429,47994,40389,13491,38236,24265,16447,6240,-24042,82489,68215
69537,44296,2269,18718,5433,44531,16624,-13841,55999,-1150,15137,25514,8466,23479,19779,7776,3680,-28343,79837,45877
39877,35386,3050,11415,7273,39937,18677,10899,39800,-1938,20764,15329,5554,26165,18772,27869,11456,-4365,124299,35343
37279,33390,3982,23062,5952,42254,13000,7220,31883,-890,8397,13639,3236,22289,20933,14846,5256,11190,30079,33777
70423,36746,3217,19197,5225,37545,10394,22836,31551,43,9528,15417,4131,34265,18785,13641,4139,18932,31302,43511
42440,31575,2680,14853,4664,29204,7527,7365,25853,-552,4444,13883,3046,18162,13881,2591,3975,12584,25437,35104
37700,28586,2650,16020,5733,23762,7676,6000,25525,280,10921,13819,5018,19407,21959,-13528,4236,12094,21032,23187
25757,22426,2758,13759,5531,20739,10079,4412,24189,1402,11524,13145,6491,19279,20195,11562,3794,13318,19768,20132
50743,24582,3400,22605,7914,24851,21213,16925,59878,8460,17308,46206,23027,31818,24094,44062,4719,34935,31592,9663
81476,52207,7292,35258,17356,32883,79908,-11338,56681,1279,21651,144279,45210,42587,28602,-21265,6555,58012,32283,-33793
430764,260100,28859,152428,44200,173069,124610,-66699,96283,1845,71447,404033,114241,94061,88975,-80932,26130,147687,127567,-156590
638871,363912,30764,146087,33836,125637,77090,28388,228195,2976,69093,341818,91852,76642,121822,142216,23049,54790,120823,281547
335415,129781,9586,50002,13162,64149,31732,-5938,139981,3006,47152,73969,20732,84509,40856,60014,9809,-28140,66185,125760
140203,77181,6331,34835,12151,41076,24700,-34108,57133,844,32930,32513,12559,27743,23146,16300,5330,-17449,68982,63604
83266,62922,7578,41450,9908,42105,36652,-8348,43351,-2541,18051,20353,5863,23724,23586,8029,6201,36833,157673,66126
49260,50138,4873,23240,8148,37867,16458,-7642,27457,1230,9042,16508,3572,21504,21285,7848,5711,12221,48407,41431
71387,43444,4324,19277,6864,37545,10141,13941,28044,-1046,10619,16042,4028,19186,21620,2661,2692,23803,28174,48541
56709,37859,3726,18323,5670,28803,9374,7169,28890,2544,5589,17523,3334,18841,19794,7536,3373,17349,20097,36789
44607,31486,3772,17454,6816,23934,10697,5277,25557,2950,8167,17357,4393,16336,15511,-12397,4186,18418,15546,31354
43644,26700,3422,15699,6453,21414,11207,15527,23837,4009,14230,17901,4475,18545,17852,-4704,7084,23278,17876,22986
65414,47322,5192,40917,13915,51138,51639,1984,58630,8093,45924,61318,22960,31446,23528,19213,7405,115254,55151,1543
99978,73202,7530,61220,23535,87118,100925,-18429,67176,2864,31583,130699,41972,44363,32635,20888,8982,139055,105338,-22432
256772,198444,23305,138481,47394,142261,163066,12606,81103,-697,49060,261983,72183,79427,69440,-12617,26397,206817,181108,-31127
280450,211620,23103,123067,28042,83866,84843,5510,217666,-468,42880,158320,42794,71980,53460,33426,17849,105656,140221,96162
160805,110826,10731,61419,9460,58835,36942,-7354,229704,-2177,47374,59651,23161,85444,32307,33986,6563,-3555,68887,94504
90002,58397,4937,32356,5704,36513,31524,-12049,78490,4248,38037,26070,13463,25021,18476,3967,2651,-29532,23181,52556
76495,50504,4727,21575,6924,31087,23892,-7729,49833,585,25598,20560,8724,14453,17815,-5146,2032,41884,56688,34779
78077,60267,5041,29623,6730,58490,22252,-5131,48320,6945,23255,36758,10926,29132,24167,33637,6987,52069,62921,31003
62697,47547,4201,22182,4830,45629,16873,11446,45678,1945,20681,30861,10282,29638,23315,31335,4804,43949,42870,70639
48200,35668,4045,17359,4900,37885,14104,9144,30174,-582,17664,28145,8909,29562,20187,-6393,3244,29729,36603,23615
53665,44227,4593,16970,5958,41191,19378,17142,34493,3830,14139,27187,14094,40318,30516,40816,7929,52133,75521,33727
38047,33235,3697,14951,7021,29592,23410,6948,26308,4255,17972,22612,18649,34019,19564,30682,7387,70979,90798,30174
49153,40247,3551,22300,9561,40639,52130,-294,62626,13440,61081,37152,20118,42220,23480,27386,5253,84105,66611,22863
135807,96075,7471,57955,20643,181463,260182,-46969,118944,1352,55167,159823,49963,66364,38403,14799,6241,296806,172087,-105118
444697,351736,25783,182000,53385,407548,357306,44791,237039,-4721,162347,415726,143697,318184,103113,122034,41593,460075,298318,-247443
553704,442760,34787,207739,40668,261892,174152,23947,360499,22445,110714,392800,120397,381892,133070,271748,84758,309334,250605,272528
261501,231971,15610,95789,15647,124682,72146,21,229491,15160,68607,111523,34468,140609,60520,119109,14062,55225,140062,317356
123097,101841,8109,53529,9474,66104,38270,-25479,85885,3611,45278,35104,13016,73465,33424,32560,5837,11292,82939,91379
68010,72787,5457,24425,8502,40415,21231,-24672,44650,2800,19342,18491,6957,43491,24403,23170,7575,14219,36919,47132
84334,89285,7239,36041,11692,71069,27248,-10345,39967,6466,10895,23467,7575,34809,31064,23174,7645,80223,74368,67133
67549,72369,4822,22534,5536,59952,14493,-3945,34247,5971,-833,24675,6774,32955,25588,35747,4731,27762,30518,77438
57962,48339,4415,21008,6046,38853,9857,7291,26377,9373,-620,45290,6795,33972,28407,-39000,4900,15309,24325,65767
57576,42105,4706,20346,6732,32683,10175,4578,32659,8342,5262,42463,6091,33502,27995,-20663,5197,12872,25525,49972
46370,33123,3471,18083,5488,26092,9861,3068,27404,7388,5346,43938,4899,29901,22193,-18549,4108,11278,19748,44407
65956,48719,3912,32486,5976,35704,17076,2316,40108,7332,28145,55239,6861,41870,28864,19207,4621,20788,21777,10582
211615,134740,10035,94343,31760,142819,97163,-21209,100048,3495,52049,284139,67691,67640,58287,-24434,8620,101638,60770,-104273
565565,370130,27601,196964,46205,185775,117580,-25643,250052,352,89377,468211,138792,198188,135137,-4066,57098,153152,136866,-75004
478835,339112,23645,144634,37286,99418,57140,-46434,277375,461,62803,245739,57818,161891,92170,131142,42499,29139,110334,220690
215323,124683,11845,75680,17169,80554,39706,-39593,149198,6447,52086,62775,19197,77780,43382,49715,9838,8228,92117,150719
110877,72767,8748,59184,16809,64792,42692,-40726,61361,-4612,25111,29331,11974,35217,30410,23089,7843,38046,103735,92105
79722,63631,8053,36385,11300,54093,26970,-42973,36861,-2672,13870,20324,10146,24255,25281,8842,2533,43761,65514,78597
94039,91846,10109,60578,10276,104712,82215,931,34901,4127,21392,44789,12536,39196,39532,74862,29758,156200,187906,51818
71001,57450,6264,35289,7042,59993,22209,3385,34584,4398,10474,30508,9148,27905,27516,31297,7818,40874,41119,80185
46333,41493,4886,30692,8929,46843,16285,1431,24922,2411,6715,21247,5023,26294,20469,-11927,6670,25046,39063,61550
42149,36497,4082,26380,9066,37596,14899,6086,24686,2950,8362,19208,4582,21773,16205,19169,6186,19544,35107,49226
53742,37652,3461,23015,5795,36648,14977,-9605,24435,6474,18073,14475,4394,27535,16370,51035,5582,29220,46876,36368
96713,65748,6484,48896,14229,107853,86881,-33940,61839,7220,58285,105503,45706,37807,37336,47014,7077,120872,55628,-10978
148838,90934,8000,59674,21671,124341,100453,-39454,48471,2073,41170,151021,58351,35375,49915,43148,7865,101310,61140,-19236
466428,239822,27405,167498,44048,152402,166205,-36717,133555,1967,98451,293955,105398,68646,90558,30005,18878,237811,119604,-35818
436608,277149,29368,157168,34266,113134,109745,-44884,142217,2569,60945,147353,37697,31827,58198,40184,9280,162079,179964,143478
199290,117902,15228,79582,5959,73192,53296,-40831,84719,2438,77935,50465,15884,20557,35754,10201,1149,13091,93729,125420
111875,78996,10315,77162,5350,61652,46644,-38037,58874,10,50322,36195,12107,6271,25859,4633,836,40248,126964,81851
76388,67976,7862,47066,1543,42779,35480,-32681,30903,1902,21688,19861,6860,2756,20556,7864,5291,8790,52775,62122
91230,67556,6961,41837,5954,58400,22859,-10209,32988,-495,14347,33208,9290,21305,29199,18996,4664,32748,61590,56428
45876,44769,3955,27212,5522,45505,12386,8200,32950,-1694,6237,23324,8348,14456,20560,26031,3501,16171,30425,67912
60325,53580,4969,28383,7514,39994,13613,-5761,27696,-3718,1801,14853,6357,18497,15200,14371,3887,44626,43336,51686
